# compiler: R8
# compiler_version: 1.4.94
# min_api: 1
com.google.android.exoplayer2.BasePlayer -> com.google.android.exoplayer2.BasePlayer:
    7:10:void checkAdtsHeader(com.google.android.exoplayer2.util.ParsableByteArray):339:342 -> checkAdtsHeader
    11:11:void checkAdtsHeader(com.google.android.exoplayer2.util.ParsableByteArray):344:344 -> checkAdtsHeader
    1:2:boolean checkSyncPositionValid(com.google.android.exoplayer2.util.ParsableByteArray,int):371:372 -> checkSyncPositionValid
    3:5:boolean checkSyncPositionValid(com.google.android.exoplayer2.util.ParsableByteArray,int):376:378 -> checkSyncPositionValid
    6:7:boolean checkSyncPositionValid(com.google.android.exoplayer2.util.ParsableByteArray,int):382:383 -> checkSyncPositionValid
    8:10:boolean checkSyncPositionValid(com.google.android.exoplayer2.util.ParsableByteArray,int):386:388 -> checkSyncPositionValid
    11:11:boolean checkSyncPositionValid(com.google.android.exoplayer2.util.ParsableByteArray,int):391:391 -> checkSyncPositionValid
    12:12:boolean checkSyncPositionValid(com.google.android.exoplayer2.util.ParsableByteArray,int):396:396 -> checkSyncPositionValid
    13:14:boolean checkSyncPositionValid(com.google.android.exoplayer2.util.ParsableByteArray,int):399:400 -> checkSyncPositionValid
    15:15:boolean checkSyncPositionValid(com.google.android.exoplayer2.util.ParsableByteArray,int):406:406 -> checkSyncPositionValid
    16:16:boolean checkSyncPositionValid(com.google.android.exoplayer2.util.ParsableByteArray,int):409:409 -> checkSyncPositionValid
    1:2:void consume(com.google.android.exoplayer2.util.ParsableByteArray):150:151 -> consume
    3:3:void consume(com.google.android.exoplayer2.util.ParsableByteArray):173:173 -> consume
    4:4:void consume(com.google.android.exoplayer2.util.ParsableByteArray):170:170 -> consume
    5:7:void consume(com.google.android.exoplayer2.util.ParsableByteArray):164:166 -> consume
    8:9:void consume(com.google.android.exoplayer2.util.ParsableByteArray):156:157 -> consume
    10:10:void consume(com.google.android.exoplayer2.util.ParsableByteArray):161:161 -> consume
    11:11:void consume(com.google.android.exoplayer2.util.ParsableByteArray):153:153 -> consume
    1:4:boolean continueRead(com.google.android.exoplayer2.util.ParsableByteArray,byte[],int):206:209 -> continueRead
    1:7:void createTracks(com.google.android.exoplayer2.extractor.ExtractorOutput,com.google.android.exoplayer2.extractor.ts.TsPayloadReader$TrackIdGenerator):130:136 -> createTracks
    8:8:void createTracks(com.google.android.exoplayer2.extractor.ExtractorOutput,com.google.android.exoplayer2.extractor.ts.TsPayloadReader$TrackIdGenerator):139:139 -> createTracks
    1:3:void findNextSample(com.google.android.exoplayer2.util.ParsableByteArray):270:272 -> findNextSample
    4:11:void findNextSample(com.google.android.exoplayer2.util.ParsableByteArray):274:281 -> findNextSample
    12:12:void findNextSample(com.google.android.exoplayer2.util.ParsableByteArray):283:283 -> findNextSample
    13:13:void findNextSample(com.google.android.exoplayer2.util.ParsableByteArray):285:285 -> findNextSample
    14:14:void findNextSample(com.google.android.exoplayer2.util.ParsableByteArray):290:290 -> findNextSample
    15:15:void findNextSample(com.google.android.exoplayer2.util.ParsableByteArray):308:308 -> findNextSample
    16:17:void findNextSample(com.google.android.exoplayer2.util.ParsableByteArray):301:302 -> findNextSample
    18:18:void findNextSample(com.google.android.exoplayer2.util.ParsableByteArray):298:298 -> findNextSample
    19:19:void findNextSample(com.google.android.exoplayer2.util.ParsableByteArray):292:292 -> findNextSample
    20:20:void findNextSample(com.google.android.exoplayer2.util.ParsableByteArray):295:295 -> findNextSample
    21:21:void findNextSample(com.google.android.exoplayer2.util.ParsableByteArray):314:314 -> findNextSample
    1:1:long getSampleDurationUs():188:188 -> getSampleDurationUs
    1:1:boolean isAdtsSyncBytes(byte,byte):416:416 -> isAdtsSyncBytes
    1:1:void packetStarted(long,int):145:145 -> packetStarted
    1:1:void parseAdtsHeader():442:442 -> parseAdtsHeader
    2:3:void parseAdtsHeader():444:445 -> parseAdtsHeader
    4:4:void parseAdtsHeader():456:456 -> parseAdtsHeader
    5:6:void parseAdtsHeader():460:461 -> parseAdtsHeader
    7:8:void parseAdtsHeader():463:464 -> parseAdtsHeader
    9:9:void parseAdtsHeader():466:466 -> parseAdtsHeader
    10:12:void parseAdtsHeader():469:471 -> parseAdtsHeader
    13:13:void parseAdtsHeader():469:469 -> parseAdtsHeader
    14:16:void parseAdtsHeader():474:476 -> parseAdtsHeader
    17:17:void parseAdtsHeader():478:478 -> parseAdtsHeader
    18:20:void parseAdtsHeader():481:483 -> parseAdtsHeader
    21:21:void parseAdtsHeader():487:487 -> parseAdtsHeader
    1:4:void parseId3Header():432:435 -> parseId3Header
    5:5:void parseId3Header():434:434 -> parseId3Header
    1:7:void readSample(com.google.android.exoplayer2.util.ParsableByteArray):494:500 -> readSample
    1:2:void resetSync():192:193 -> resetSync
    1:1:void seek():125:125 -> seek
    1:2:void setCheckingAdtsHeaderState():259:260 -> setCheckingAdtsHeaderState
    1:3:void setFindingSampleState():216:218 -> setFindingSampleState
    1:2:void setReadingAdtsHeaderState():253:254 -> setReadingAdtsHeaderState
    1:4:void setReadingId3HeaderState():226:229 -> setReadingId3HeaderState
    1:5:void setReadingSampleState(com.google.android.exoplayer2.extractor.TrackOutput,long,int,int):242:246 -> setReadingSampleState
    1:1:boolean tryRead(com.google.android.exoplayer2.util.ParsableByteArray,byte[],int):421:421 -> tryRead
    2:2:boolean tryRead(com.google.android.exoplayer2.util.ParsableByteArray,byte[],int):424:424 -> tryRead
com.google.android.exoplayer2.extractor.ts.DefaultTsPayloadReaderFactory -> com.google.android.exoplayer2.extractor.ts.DefaultTsPayloadReaderFactory:
    1:1:void <init>():103:103 -> <init>
    2:2:void <init>(int):114:114 -> <init>
    3:3:void <init>(int):113:113 -> <init>
    4:4:void <init>(int):111:111 -> <init>
    5:7:void <init>(int,java.util.List):127:129 -> <init>
    1:1:com.google.android.exoplayer2.extractor.ts.SeiReader buildSeiReader(com.google.android.exoplayer2.extractor.ts.TsPayloadReader$EsInfo):192:192 -> buildSeiReader
    1:1:com.google.android.exoplayer2.extractor.ts.UserDataReader buildUserDataReader(com.google.android.exoplayer2.extractor.ts.TsPayloadReader$EsInfo):205:205 -> buildUserDataReader
    1:1:android.util.SparseArray createInitialPayloadReaders():134:134 -> createInitialPayloadReaders
    1:1:com.google.android.exoplayer2.extractor.ts.TsPayloadReader createPayloadReader(int,com.google.android.exoplayer2.extractor.ts.TsPayloadReader$EsInfo):153:153 -> createPayloadReader
    2:2:com.google.android.exoplayer2.extractor.ts.TsPayloadReader createPayloadReader(int,com.google.android.exoplayer2.extractor.ts.TsPayloadReader$EsInfo):170:170 -> createPayloadReader
    3:3:com.google.android.exoplayer2.extractor.ts.TsPayloadReader createPayloadReader(int,com.google.android.exoplayer2.extractor.ts.TsPayloadReader$EsInfo):155:155 -> createPayloadReader
    4:4:com.google.android.exoplayer2.extractor.ts.TsPayloadReader createPayloadReader(int,com.google.android.exoplayer2.extractor.ts.TsPayloadReader$EsInfo):160:160 -> createPayloadReader
    5:5:com.google.android.exoplayer2.extractor.ts.TsPayloadReader createPayloadReader(int,com.google.android.exoplayer2.extractor.ts.TsPayloadReader$EsInfo):151:151 -> createPayloadReader
    6:6:com.google.android.exoplayer2.extractor.ts.TsPayloadReader createPayloadReader(int,com.google.android.exoplayer2.extractor.ts.TsPayloadReader$EsInfo):175:175 -> createPayloadReader
    7:7:com.google.android.exoplayer2.extractor.ts.TsPayloadReader createPayloadReader(int,com.google.android.exoplayer2.extractor.ts.TsPayloadReader$EsInfo):168:168 -> createPayloadReader
    8:10:com.google.android.exoplayer2.extractor.ts.TsPayloadReader createPayloadReader(int,com.google.android.exoplayer2.extractor.ts.TsPayloadReader$EsInfo):164:166 -> createPayloadReader
    11:11:com.google.android.exoplayer2.extractor.ts.TsPayloadReader createPayloadReader(int,com.google.android.exoplayer2.extractor.ts.TsPayloadReader$EsInfo):173:173 -> createPayloadReader
    12:12:com.google.android.exoplayer2.extractor.ts.TsPayloadReader createPayloadReader(int,com.google.android.exoplayer2.extractor.ts.TsPayloadReader$EsInfo):147:147 -> createPayloadReader
    13:13:com.google.android.exoplayer2.extractor.ts.TsPayloadReader createPayloadReader(int,com.google.android.exoplayer2.extractor.ts.TsPayloadReader$EsInfo):144:144 -> createPayloadReader
    14:14:com.google.android.exoplayer2.extractor.ts.TsPayloadReader createPayloadReader(int,com.google.android.exoplayer2.extractor.ts.TsPayloadReader$EsInfo):142:142 -> createPayloadReader
    15:15:com.google.android.exoplayer2.extractor.ts.TsPayloadReader createPayloadReader(int,com.google.android.exoplayer2.extractor.ts.TsPayloadReader$EsInfo):162:162 -> createPayloadReader
    1:2:java.util.List getClosedCaptionFormats(com.google.android.exoplayer2.extractor.ts.TsPayloadReader$EsInfo):218:219 -> getClosedCaptionFormats
    3:8:java.util.List getClosedCaptionFormats(com.google.android.exoplayer2.extractor.ts.TsPayloadReader$EsInfo):221:226 -> getClosedCaptionFormats
    9:10:java.util.List getClosedCaptionFormats(com.google.android.exoplayer2.extractor.ts.TsPayloadReader$EsInfo):229:230 -> getClosedCaptionFormats
    11:12:java.util.List getClosedCaptionFormats(com.google.android.exoplayer2.extractor.ts.TsPayloadReader$EsInfo):232:233 -> getClosedCaptionFormats
    13:13:java.util.List getClosedCaptionFormats(com.google.android.exoplayer2.extractor.ts.TsPayloadReader$EsInfo):246:246 -> getClosedCaptionFormats
    14:14:java.util.List getClosedCaptionFormats(com.google.android.exoplayer2.extractor.ts.TsPayloadReader$EsInfo):248:248 -> getClosedCaptionFormats
    15:15:java.util.List getClosedCaptionFormats(com.google.android.exoplayer2.extractor.ts.TsPayloadReader$EsInfo):254:254 -> getClosedCaptionFormats
    16:16:java.util.List getClosedCaptionFormats(com.google.android.exoplayer2.extractor.ts.TsPayloadReader$EsInfo):258:258 -> getClosedCaptionFormats
    17:17:java.util.List getClosedCaptionFormats(com.google.android.exoplayer2.extractor.ts.TsPayloadReader$EsInfo):257:257 -> getClosedCaptionFormats
    18:18:java.util.List getClosedCaptionFormats(com.google.android.exoplayer2.extractor.ts.TsPayloadReader$EsInfo):273:273 -> getClosedCaptionFormats
    1:1:boolean isSet(int):280:280 -> isSet
com.google.android.exoplayer2.extractor.ts.DtsReader -> com.google.android.exoplayer2.extractor.ts.DtsReader:
    1:4:void <init>(java.lang.String):62:65 -> <init>
    1:2:void consume(com.google.android.exoplayer2.util.ParsableByteArray):89:90 -> consume
    3:9:void consume(com.google.android.exoplayer2.util.ParsableByteArray):105:111 -> consume
    10:10:void consume(com.google.android.exoplayer2.util.ParsableByteArray):115:115 -> consume
    11:15:void consume(com.google.android.exoplayer2.util.ParsableByteArray):97:101 -> consume
    16:17:void consume(com.google.android.exoplayer2.util.ParsableByteArray):92:93 -> consume
    1:4:boolean continueRead(com.google.android.exoplayer2.util.ParsableByteArray,byte[],int):135:138 -> continueRead
    1:3:void createTracks(com.google.android.exoplayer2.extractor.ExtractorOutput,com.google.android.exoplayer2.extractor.ts.TsPayloadReader$TrackIdGenerator):77:79 -> createTracks
    1:1:void packetStarted(long,int):84:84 -> packetStarted
    1:4:void parseHeader():169:172 -> parseHeader
    5:5:void parseHeader():174:174 -> parseHeader
    6:6:void parseHeader():178:178 -> parseHeader
    1:3:void seek():70:72 -> seek
    1:10:boolean skipToNextSync(com.google.android.exoplayer2.util.ParsableByteArray):149:158 -> skipToNextSync
com.google.android.exoplayer2.extractor.ts.DvbSubtitleReader -> com.google.android.exoplayer2.extractor.ts.DvbSubtitleReader:
    1:3:void <init>(java.util.List):47:49 -> <init>
    1:1:boolean checkNextByte(com.google.android.exoplayer2.util.ParsableByteArray,int):120:120 -> checkNextByte
    2:3:boolean checkNextByte(com.google.android.exoplayer2.util.ParsableByteArray,int):123:124 -> checkNextByte
    4:5:boolean checkNextByte(com.google.android.exoplayer2.util.ParsableByteArray,int):126:127 -> checkNextByte
    1:2:void consume(com.google.android.exoplayer2.util.ParsableByteArray):100:101 -> consume
    3:3:void consume(com.google.android.exoplayer2.util.ParsableByteArray):105:105 -> consume
    4:8:void consume(com.google.android.exoplayer2.util.ParsableByteArray):109:113 -> consume
    9:9:void consume(com.google.android.exoplayer2.util.ParsableByteArray):115:115 -> consume
    1:4:void createTracks(com.google.android.exoplayer2.extractor.ExtractorOutput,com.google.android.exoplayer2.extractor.ts.TsPayloadReader$TrackIdGenerator):59:62 -> createTracks
    5:5:void createTracks(com.google.android.exoplayer2.extractor.ExtractorOutput,com.google.android.exoplayer2.extractor.ts.TsPayloadReader$TrackIdGenerator):65:65 -> createTracks
    6:6:void createTracks(com.google.android.exoplayer2.extractor.ExtractorOutput,com.google.android.exoplayer2.extractor.ts.TsPayloadReader$TrackIdGenerator):70:70 -> createTracks
    7:7:void createTracks(com.google.android.exoplayer2.extractor.ExtractorOutput,com.google.android.exoplayer2.extractor.ts.TsPayloadReader$TrackIdGenerator):64:64 -> createTracks
    8:8:void createTracks(com.google.android.exoplayer2.extractor.ExtractorOutput,com.google.android.exoplayer2.extractor.ts.TsPayloadReader$TrackIdGenerator):63:63 -> createTracks
    9:9:void createTracks(com.google.android.exoplayer2.extractor.ExtractorOutput,com.google.android.exoplayer2.extractor.ts.TsPayloadReader$TrackIdGenerator):73:73 -> createTracks
    1:3:void packetFinished():90:92 -> packetFinished
    4:4:void packetFinished():94:94 -> packetFinished
    1:4:void packetStarted(long,int):82:85 -> packetStarted
    1:1:void seek():54:54 -> seek
com.google.android.exoplayer2.extractor.ts.H262Reader -> com.google.android.exoplayer2.extractor.ts.H262Reader:
    1:1:void <clinit>():45:45 -> <clinit>
    1:1:void <init>():72:72 -> <init>
    2:5:void <init>(com.google.android.exoplayer2.extractor.ts.UserDataReader):75:78 -> <init>
    6:7:void <init>(com.google.android.exoplayer2.extractor.ts.UserDataReader):80:81 -> <init>
    8:9:void <init>(com.google.android.exoplayer2.extractor.ts.UserDataReader):83:84 -> <init>
    1:3:void consume(com.google.android.exoplayer2.util.ParsableByteArray):117:119 -> consume
    4:5:void consume(com.google.android.exoplayer2.util.ParsableByteArray):122:123 -> consume
    6:6:void consume(com.google.android.exoplayer2.util.ParsableByteArray):126:126 -> consume
    7:8:void consume(com.google.android.exoplayer2.util.ParsableByteArray):130:131 -> consume
    9:10:void consume(com.google.android.exoplayer2.util.ParsableByteArray):133:134 -> consume
    11:11:void consume(com.google.android.exoplayer2.util.ParsableByteArray):140:140 -> consume
    12:12:void consume(com.google.android.exoplayer2.util.ParsableByteArray):145:145 -> consume
    13:13:void consume(com.google.android.exoplayer2.util.ParsableByteArray):147:147 -> consume
    14:14:void consume(com.google.android.exoplayer2.util.ParsableByteArray):152:152 -> consume
    15:18:void consume(com.google.android.exoplayer2.util.ParsableByteArray):154:157 -> consume
    19:19:void consume(com.google.android.exoplayer2.util.ParsableByteArray):160:160 -> consume
    20:20:void consume(com.google.android.exoplayer2.util.ParsableByteArray):163:163 -> consume
    21:24:void consume(com.google.android.exoplayer2.util.ParsableByteArray):168:171 -> consume
    25:26:void consume(com.google.android.exoplayer2.util.ParsableByteArray):174:175 -> consume
    27:27:void consume(com.google.android.exoplayer2.util.ParsableByteArray):197:197 -> consume
    28:28:void consume(com.google.android.exoplayer2.util.ParsableByteArray):180:180 -> consume
    29:31:void consume(com.google.android.exoplayer2.util.ParsableByteArray):182:184 -> consume
    32:32:void consume(com.google.android.exoplayer2.util.ParsableByteArray):186:186 -> consume
    33:34:void consume(com.google.android.exoplayer2.util.ParsableByteArray):188:189 -> consume
    35:37:void consume(com.google.android.exoplayer2.util.ParsableByteArray):191:193 -> consume
    38:38:void consume(com.google.android.exoplayer2.util.ParsableByteArray):195:195 -> consume
    1:5:void createTracks(com.google.android.exoplayer2.extractor.ExtractorOutput,com.google.android.exoplayer2.extractor.ts.TsPayloadReader$TrackIdGenerator):101:105 -> createTracks
